university,file_path,status_or_license
Grove City College,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Grove%20city%20college%20penn%20logo.png
Musashino Art University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:Redirect/file/Musabi.png
Houston Christian University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Houston%20Christian%20University%20logo.svg
Indiana Wesleyan University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Masterlogo.png
UniversitaIndonesias Advent ,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo-Unai.png
Hardin–Simmons University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Hardin%20simmons%20univ%20textlogo.png
King University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/King%20university%20textlogo.png
Lee University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Lee%20university%20tenn%20logo.png
Lubbock Christian University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Lubbock%20Christian%20University%20logo.svg
Mars Hill University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Mars%20hill%20univ%20wordmark.png
Trinity Western University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Trinity%20west%20univ%20logo.png
Hope International University,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/7/7c/HIU-_Logo.PNG
Midwestern Baptist Theological Seminary,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:Redirect/file/Logo-mbts2.png
Molloy University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Molloy%20univ%20textlogo.png
Montreat College,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Montreat%20Logo%20Full%20Color.svg
North Central University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/North%20central%20univ%20blue%20textlogo.png
North Greenville University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/North%20greenville%20univ%20textlogo.png
Northwest Nazarene University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Northwest%20nazarene%20univ%20logo.png
University of Northwestern – St. Paul,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Northwestern%20univ%20stpaul%20logo.svg
Palm Beach Atlantic University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Palm%20beach%20univ%20simple%20logo.png
Ouachita Baptist University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Ouachita%20baptist%20univ%20logo.png
Southeastern University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Southeastern%20univ%20flamelogo.png
Southwestern Christian University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/SouthwestChristianLogoFinalHorizontal-%281%29.png
Mississippi College,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/e/ee/Mississippi_college_full_logo.png
Southwest Baptist University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/South%20baptist%20univ%20logo.png
Point Loma Nazarene University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Point_loma_nu_logo.png
Sterling College,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Sterling%20college%20ks%20textlogo.svg
New York Institute of Technology,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/New%20York%20Institute%20of%20Technology%20logo.svg
University of Montevallo,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/University%20of%20Montevallo%20logo.svg
Johnson State College,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Johnson%20state%20college%20textlogo.png
University of Cape Verde,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logotipo%20Uni-CV.png
Southern Nazarene University,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/f/f5/Southern_nazarene_univ_logo.png
University of Hradec Králové,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/University%20of%20Hradec%20Kr%C3%A1lov%C3%A9%20logo.svg
Southern Arkansas University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Sau%20arkansas%20logo.png
"University of California, Merced",,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Uc%20merced%20logo.png
Warsaw University of Technology,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Politechnika_Warszawska.svg
Katholieke Universiteit Leuven Campus Kortrijk,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Kulak%20logo%202.gif
Kentucky Wesleyan College,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Kentucky%20wesley%20college%20textlogo.png
University of Mons,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Universit%C3%A9%20de%20Mons%20logo.svg
Kazimieras Simonavičius University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/KSU%20logo%205.png
Jackson State University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Jackson%20State%20University%20logo.png
University of Calabria,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Universit%C3%A4t%20Kalabrien.gif
Nicolaus Copernicus University in Toruń,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/UMK%20logo%202015.svg
University of Humanistic Studies,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/3/32/Universiteit_voor_Humanistiek_logo.jpg
Vytautas Magnus University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/VMU%20emblem.JPG
Queens College,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Queens%20college%20logo.png
Sheffield Hallam University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:Redirect/file/Sheffield_Hallam_University_logo.svg
University of Tennessee at Chattanooga,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/University%20of%20Tennessee%20at%20Chattanooga%20logo.svg
University of Texas at Dallas,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/UT%20Dallas%20Wordmark%20-%20-%20SVG%20Brand%20Identity%20File.svg
Konstfack,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Konstfack%20Logo%20Text.svg
University of Alabama in Huntsville,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Alabama-Huntsville%20UAH%20logo.svg
Mendel University in Brno,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Mendelu%20logo%202019.jpg
University of Ostrava,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Ostravsk%C3%A1%20univerzita%20logo.svg
Youngstown State University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/YSUWordmarkNew.svg
Southern California Institute of Architecture,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Sciarclogo.svg
Long Island University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/LIU-logo.png
Brest State Technical University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/BrSTU%20Rus.svg
Drew University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Drew%20University%20logo.svg
Universidad del Desarrollo,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/1/18/Logo_final_udd_tz.jpg
"Johnson & Wales University, Providence",,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Johnsonwales%20univ%20textlogo.png
Pfeiffer University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Pfeiffer%20univ%20logo.png
Nova Southeastern University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Nova%20Southeastern%20University%20wordmark.svg
Slippery Rock University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/SRULogo.jpg
Mercer University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Mercer%20University%20logo.png
United States Air Force Academy,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/US-AirForceAcademy-Shield.svg
The Robert Gordon University,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/3/37/RGUshieldCropped.jpg
